序号,技能名,所需士气,过载时间,激活被动技能,特效名称,释放特效(第三系),天气ID,召唤技能ID(0无召唤技能),召唤武将,扩展类型(0:无效|1：智力|2：武力|3：兵力|4：智力目标数影响|5：武力目标数影响|13：兵力目标数影响),扩展条件ID,目标(0友方|1敌方),显示类型|1:强化|2:弱化|3:恢复|4:火计|5:落雷|6:号令|7:无双|8:毒计|9:巨石|10:风阵|11:玄冰|12:冰降|14:天变|15:召唤|16:将魂|17:护盾,伤害类型|1:物理|3:肉搏|4:突击|5:迎击|6:枪击|7:射击|8:贯射|51:武力技能伤害|101:魔法|151:技能伤害|152:火伤|153:雷伤|154:冰伤|155:毒伤|202:PK,类型,范围,持续时间,速度取值,治疗取值,杀伤取值1,杀伤取值2,攻防改变,智力改变,是否包含特殊技,特殊技类型,特殊技参数,指挥技能ID,加成方式（0标量，1系数）,加成参考目标（0：字面值 ，其他：SkillTarget）,持续时间受智力影响系数,可叠加技能,可受将魂技能影响持续时间,过载时间,激活被动技能,特效名称,天气ID,召唤技能ID(0无召唤技能),召唤武将,扩展类型,扩展条件ID,目标(0友方|1敌方),显示类型|1:强化|2:弱化|3:恢复|4:火计|5:落雷|6:号令|7:无双|8:毒计|9:巨石|10:风阵|11:玄冰|12:冰降|,伤害类型|1:物理|3:肉搏|4:突击|5:迎击|6:枪击|7:射击|8:贯射|51:武力技能伤害|101:魔法|151:技能伤害|152:火伤|153:雷伤|154:冰伤|155:毒伤|202:PK,类型,范围,持续时间,速度取值,治疗取值,杀伤取值1,杀伤取值2,攻防改变,智力改变,是否包含特殊技,特殊技类型,特殊技参数,指挥技能ID,加成方式（0标量，1系数）,加成参考目标（0：字面值 ，其他：SkillTarget）,持续时间受智力影响系数,可叠加技能,可受将魂技能影响持续时间,技能简述,技能说明
id,strName,fNeedMoral,nMainOverload,nMainPassiveSkill,strMainFX,strCastFx,nWeatherID,nArrEquipEffectID,strSummonWarrior,nExType,nExCondition,nMainTarget,nMainDisplayType,nDamageType,nMainType,nMainRange,nMainLifeRound,fMainSpeed,fMainBaseCureValue,fMainBaseDamageValue1,fMainBaseDamageValue2,fMainForceEffect,fMainIntelligenceEffect,nMainContainSpecialSkill,nMainSpecialSkillType,strMainSpecialSkillParam,nMainCommanderSkillID,nMainEffectType,nMainRefTarget,fMainLifeRoundOnIntelligence,nMainOnRepeat,nMainLifeRoundOnJianghun,nSubOverload,nSubPassiveSkill,strSubFX,nSubWeatherID,nArrSubEquipEffectID,strSubSummonWarrior,nSubExType,nExSubCondition,nSubTarget,nSubDisplayType,nSubDamageType,nSubType,nSubRange,nSubLifeRound,fSubSpeed,fSubBaseCureValue,fSubBaseDamageValue1,fSubBaseDamageValue2,fSubForceEffect,fSubIntelligenceEffect,nSubContainSpecialSkill,nSubSpecialSkillType,strSubSpecialSkillParam,nSubCommanderSkillID,nSubEffectType,nSubRefTarget,fSubLifeRoundOnIntelligence,nSubOnRepeat,nSubLifeRoundOnJianghun,strBrife,strDesc
int,string,float,int,int,string,string,int,int[3],string,int,int,int,int,int,int,int,int,float,float,float,float,float,float,int,int,string,int,int,int,float,int,int,int,int,string,int,int[3],string,int,int,int,int,int,int,int,int,float,float,float,float,float,float,int,int,string,int,int,int,float,int,int,string,string
92074,魏武之柱,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,10020|10020|10020,0,1,0,0,6,0,1,14,20,1,0.04,0,0,1.5,1,0,0,null,0,1,1,1,0,1,0,0,Battlefield/SkillWeaken_Prefab,0,0|0|0,0,1,0,1,2,0,2,10,20,1,0,0,0,1,0.5,0,0,null,0,1,1,1,0,1,己方全体魏国部队武力智力强化，敌方武力最高及其周围部队智力弱化,己方全体魏国部队武力值提高[fed655]50%[-]，移动速度提高[fed655]20%[-]，并每秒恢复[fed655][cure_param][-]点生命值，每秒恢复持续[fed655][duration][-]秒
92075,倾城之容,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,1,7,20,1,0,0,0,2.5,1,1,1002,ShieldPoint:[MAXHP]*0.6,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方全体魏国部队武力智力强化，并持续回复生命值,己方全体魏国部队武力值提高[fed655]50%[-]，移动速度提高[fed655]20%[-]，并每秒恢复[fed655][cure_param][-]点生命值，每秒恢复持续[fed655][duration][-]秒
92081,觉·魏帝野心,4,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,1,14,14,1,0,0,0,1.55,1.45,0,0,null,0,1,1,1,0,1,0,0,Battlefield/SkillfxStrengthen_Prefab,0,0|0|0,0,1,0,0,1,0,1,5,12,1,0,0,0,1.6,1.6,0,0,null,0,1,1,1,0,1,己方全体魏国部队武力智力强化，同时最近的友方部队武力智力强化,己方全体魏国部队武力值提高[fed655]55%[-]，智力值提高[fed655]45%[-]，持续[fed655][duration][-]秒，距离自己最近的友方部队武力、智力提高[fed655]60%[-]，持续[fed655][duration1][-]秒
92082,天·风动留香,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,1,0,1,18,14,1,0.0225,0,0,1.5,1.5,0,0,null,0,1,1,1,0,1,0,0,Battlefield/SkillCure_Prefab,0,0|0|0,0,1,0,0,3,0,1,2,20,1,0.0188,0,0,1,1.1,0,0,null,0,1,1,1,0,1,己方智力最高部队武力、智力强化并持续恢复生命值，自身及周围部队智力强化并持续恢复生命值,己方智力最高部队武力值和智力值提高[fed655]50%[-]并每秒恢复[fed655][cure_param][-]点生命值持续[fed655][duration][-]秒，自身及周围部队智力值提高[fed655]10%[-]并每秒恢复[fed655][cure_param1][-]点生命值持续[fed655][duration1][-]秒
92083,天·睥睨天下,4,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,7,0,5,1,14,1,0.0416,0,0,1.65,1,0,0,null,0,1,1,1,0,1,0,0,Battlefield/SkillWeaken_Prefab,0,0|0|0,0,1,0,1,2,0,2,2,14,1,0,0,0,0.6,1,0,0,null,0,1,1,1,0,1,自身武力强化，且持续恢复生命值，自身周围的敌方部队武力弱化,自身武力值提高[fed655]65%[-]，并每秒恢复[fed655][cure_param][-]点生命值，持续[fed655][duration][-]秒；自身周围的敌方部队武力值降低[fed655]40%[-]，基础持续时间[fed655]12[-]秒，实际持续时间受双方智力差距影响
92084,觉·魏武之柱,4,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,10020|10020|0,0,1,0,0,15,0,1,14,20,1,0.04,0,0,1.5,1,0,0,null,0,1,1,1,0,1,0,0,Battlefield/SkillWeaken_Prefab,0,0|0|0,0,1,0,1,2,0,2,10,14,1,0,0,0,1,0.5,0,0,null,0,1,1,1,0,1,己方全体魏国部队武力强化并持续恢复生命值，敌方武力最高部队极其周围部队智力弱化，同时召唤两个铁甲虎车进入战场,己方全体魏国部队武力值提高[fed655]50%[-]，并每秒恢复[fed655][cure_param][-]点生命值，持续[fed655][duration][-]秒，敌方武力最高部队及其周围部队智力弱化[fed655]50%[-]，基础持续时间[fed655]12[-]秒，实际持续时间受双方智力差距影响，同时在自身周围召唤两个铁甲虎车协助作战，最多存活[fed655]15[-]秒，虎车死亡不会爆炸
92085,觉·狼顾之毒,4,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,1,0,1,14,20,1,0,0,0,1.3,1,0,0,null,0,1,1,1,0,1,0,0,Battlefield/SkillPoisonfog_Prefab,0,0|0|0,0,1,0,1,8,155,10,3,14,1,0,0.049,-0.8736,0.85,1,0,0,null,0,1,1,1,0,1,己方全体魏国部队武力强化；敌方所有部队武力弱化并持续损失生命值,己方全体魏国部队武力值提高[fed655]30%[-]，持续[fed655][duration][-]秒；释放毒计使敌方所有部队武力值降低[fed655]15%[-]，并每秒损失基础[fed655][dmg_param1][-]点生命值，基础持续时间[fed655]14[-]秒，实际持续时间受双方智力差距影响
92091,觉·狼顾之毒,4,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,1,0,1,14,20,1,0,0,0,1.3,1,0,0,null,0,1,1,1,0,1,0,0,Battlefield/SkillPoisonfog_Prefab,0,0|0|0,0,1,0,1,8,155,10,3,14,1,0,0.049,-0.8736,0.85,1,0,0,null,0,1,1,1,0,1,己方全体魏国部队武力强化；敌方所有部队武力弱化并持续损失生命值,己方全体魏国部队武力值提高[fed655]30%[-]，持续[fed655][duration][-]秒；释放毒计使敌方所有部队武力值降低[fed655]15%[-]，并每秒损失基础[fed655][dmg_param1][-]点生命值，基础持续时间[fed655]14[-]秒，实际持续时间受双方智力差距影响
92092,觉·狠毒献计,3,0,0,Battlefield/SkillPoisonfog_Prefab,,0,0|0|0,0,1,0,1,8,155,10,7,10,1,0,0.045,2.85,0.55,1,0,0,null,0,1,1,1,0,1,0,0,Battlefield/SkillPoisonfog_Prefab,0,0|0|0,0,1,0,1,8,155,10,18,8,1,0,0.045,2.85,1,0.55,0,0,null,0,1,1,1,0,1,敌方武力最高部队武力弱化并持续损失生命值，同时智力最高部队智力弱化并持续损失生命值,释放毒计使敌方武力最高部队武力值降低[fed655]45%[-]，智力最高部队智力值降低[fed655]45%[-]，并分别造成每秒基础[fed655][dmg_param][-]点生命值的伤害，基础持续时间[fed655]8[-]秒，实际伤害值和持续时间受双方智力差距影响
92093,觉·魏帝野心,4,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,1,14,14,1,0,0,0,1.55,1.45,0,0,null,0,1,1,1,0,1,0,0,Battlefield/SkillfxStrengthen_Prefab,0,0|0|0,0,1,0,0,1,0,1,5,12,1,0,0,0,1.6,1.6,0,0,null,0,1,1,1,0,1,己方全体魏国部队武力智力强化，同时最近的友方部队武力智力强化,己方全体魏国部队武力值提高[fed655]55%[-]，智力值提高[fed655]45%[-]，持续[fed655][duration][-]秒，距离自己最近的友方部队武力、智力提高[fed655]60%[-]，持续[fed655][duration1][-]秒
92094,天·风动留香,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,1,0,1,18,14,1,0.0225,0,0,1.5,1.6,0,0,null,0,1,1,1,0,1,0,0,Battlefield/SkillCure_Prefab,0,0|0|0,0,1,0,0,3,0,1,2,20,1,0.0188,0,0,1,1.1,0,0,null,0,1,1,1,0,1,己方智力最高部队武力、智力强化并持续恢复生命值，自身及周围部队智力强化并持续恢复生命值,己方智力最高部队武力值和智力值提高[fed655]50%[-]并每秒恢复[fed655][cure_param][-]点生命值持续[fed655][duration][-]秒，自身及周围部队智力值提高[fed655]10%[-]并每秒恢复[fed655][cure_param1][-]点生命值持续[fed655][duration1][-]秒
92095,倾国之姿,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,1,14,20,1,0.02,0,0,1.5,2,1,1002,ShieldPoint:[MAXHP]*0.3,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方全体智力强化，并获得护盾,己方全体魏国部队武力值提高[fed655]50%[-]，移动速度提高[fed655]20%[-]，并每秒恢复[fed655][cure_param][-]点生命值，每秒恢复持续[fed655][duration][-]秒
92101,铜墙铁壁,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,1,14,20,1,0.04,0,0,1.5,1,1,1002,ShieldPoint:[MAXHP]*0.3,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方全体魏国部队武力智力强化，并获得护盾,己方全体魏国部队武力值提高[fed655]50%[-]，移动速度提高[fed655]20%[-]，并每秒恢复[fed655][cure_param][-]点生命值，每秒恢复持续[fed655][duration][-]秒
92102,铜墙铁壁,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,1,14,20,1,0.04,0,0,1.5,1,1,1002,ShieldPoint:[MAXHP]*0.3,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方全体魏国部队武力智力强化，并获得护盾,己方全体魏国部队武力值提高[fed655]50%[-]，移动速度提高[fed655]20%[-]，并每秒恢复[fed655][cure_param][-]点生命值，每秒恢复持续[fed655][duration][-]秒
92103,围攻,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,1,14,20,1,0.03,0,0,1.7,1,0,0,null,0,1,1,1,0,1,0,0,Battlefield/SkillFxFlyAxe,0,0|0|0,0,2,0,1,7,51,8,3,0,1,0,1.5,0.3,1,1,0,0,null,0,1,1,1,0,1,己方全体魏国部队武力智力强化，并持续回复生命值，并对距离最近的敌方部队造成伤害,己方全体魏国部队武力值提高[fed655]50%[-]，移动速度提高[fed655]20%[-]，并每秒恢复[fed655][cure_param][-]点生命值，每秒恢复持续[fed655][duration][-]秒
92104,围攻,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,1,14,20,1,0.03,0,0,1.7,1,0,0,null,0,1,1,1,0,1,0,0,Battlefield/SkillFxFlyAxe,0,0|0|0,0,2,0,1,7,51,8,3,0,1,0,1.5,0.3,1,1,0,0,null,0,1,1,1,0,1,己方全体魏国部队武力智力强化，并持续回复生命值，并对距离最近的敌方部队造成伤害,己方全体魏国部队武力值提高[fed655]50%[-]，移动速度提高[fed655]20%[-]，并每秒恢复[fed655][cure_param][-]点生命值，每秒恢复持续[fed655][duration][-]秒
92105,围攻,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,1,14,20,1,0.03,0,0,1.7,1,0,0,null,0,1,1,1,0,1,0,0,Battlefield/SkillFxFlyAxe,0,0|0|0,0,2,0,1,7,51,8,3,0,1,0,1.5,0.3,1,1,0,0,null,0,1,1,1,0,1,己方全体魏国部队武力智力强化，并持续回复生命值，并对距离最近的敌方部队造成伤害,己方全体魏国部队武力值提高[fed655]50%[-]，移动速度提高[fed655]20%[-]，并每秒恢复[fed655][cure_param][-]点生命值，每秒恢复持续[fed655][duration][-]秒
92111,觉·霸者求心,4,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,1,14,12,1,0,0,0,1.6,1,1,1004,CReceivedNormalAttackDamageScale:0.75,0,1,1,1,0,1,0,0,Battlefield/SkillWeaken_Prefab,0,0|0|0,0,1,0,1,2,0,2,5,12,1,0,0,0,0.5,0.35,0,0,null,0,1,1,1,0,1,己方全体魏国部队武力强化受到伤害降低，距离自己最近敌方部队武力智力弱化,己方全体魏国部队武力值提高[fed655]60%[-]，受到普通攻击伤害降低[fed655]25%[-]，持续[fed655][duration][-]秒；同时距离自己最近的敌方部队武力值降低[fed655]50%[-]智力值降低[fed655]65%[-]，基础持续时间[fed655]12[-]秒，实际持续时间受双方智力差距影响
92112,觉·独眼怒视,4,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,2,10,1,0,0,0,0.3,1,0,0,null,0,1,1,1,0,1,0,0,Battlefield/SkillfxStrengthen_Prefab,0,0|0|0,0,1,0,0,1,0,1,2,12,1,0,0,0,1.55,1,0,0,null,0,1,1,1,0,1,自身周围的敌方部队武力弱化，自身周围己方部队武力强化,自身及周围友方武力值提高[fed655]55%[-]，持续[fed655][duration1][-]秒，自身周围敌方部队武力值降低[fed655]70%[-]，基础持续时间[fed655]10[-]秒，实际持续时间受双方智力差距影响
92113,觉·疾风单骑,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,1,0,1,1,12,1,0,0,0,1.75,1,0,0,null,0,1,1,1,0,1,0,0,Battlefield/SkillfxStrengthen_Prefab,0,0|0|0,0,1,0,0,6,0,1,14,12,1,0,0,0,1.35,1,0,0,null,0,1,1,1,0,1,自身武力强化，同时己方魏国部队武力强化,自身武力值提高[fed655]75%[-]，持续[fed655][duration][-]秒，同时己方魏国部队（含自身）武力值提高[fed655]35%[-]，持续[fed655][duration1][-]秒
92114,天·龙行虎步,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,1,14,20,1,0.02,0,0,1.5,1,1,1002,ShieldPoint:[MAXHP]*0.15,0,1,1,1,0,1,0,0,Battlefield/SkillfxStrengthen_Prefab,0,0|0|0,0,1,0,0,6,0,1,4,20,1,0.02,0,0,1.5,2,1,1002,ShieldPoint:[MAXHP]*0.3,0,1,1,1,0,1,己方全体魏国部队武力智力强化，武力最高部队武力强化,己方全体魏国部队武力值提高[fed655]50%[-]，移动速度提高[fed655]20%[-]，并每秒恢复[fed655][cure_param][-]点生命值，每秒恢复持续[fed655][duration][-]秒
92115,天·誓死效忠,5,0,0,Battlefield/SkillfxShieldPoint_Prefab,,0,0|0|0,0,1,0,0,17,0,1,35,14,1,0.0224,0,0,2,1,1,1002,ShieldPoint:[MAXHP]*0.15,0,1,1,1,0,1,0,0,Battlefield/SkillfxShieldPoint_Prefab,0,0|0|0,0,1,0,0,17,0,1,23,14,1,0,0,0,1,1,1,1002,ShieldPoint:[MAXHP]*0.35,0,1,1,1,0,1,己方魏国骑兵武力强化并获得护盾，同时持续恢复生命；己方兵力最高部队获得护盾,己方魏国骑兵部队武力值提高[fed655]100%[-]并获得相当于英灵典韦[fed655]15%[-]最大生命值的护盾，同时并每秒恢复[fed655][cure_param][-]点生命值，持续[fed655][duration1][-]秒；己方兵力最高的部队获得相当于英灵典韦[fed655]35%[-]最大生命值的护盾，持续[fed655][duration1][-]秒
92121,金甲,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,5,0,0,6,0,1,1,20,1,0.1,0,0,1,1,1,1002,ShieldPoint:[MAXHP]*0.8,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身持续回复生命值，并获得护盾,己方全体魏国部队武力值提高[fed655]50%[-]，移动速度提高[fed655]20%[-]，并每秒恢复[fed655][cure_param][-]点生命值，每秒恢复持续[fed655][duration][-]秒
92122,厌胜,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,1,1,20,1,0,0,0,1,2,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身智力值强化,己方全体魏国部队武力值提高[fed655]50%[-]，移动速度提高[fed655]20%[-]，并每秒恢复[fed655][cure_param][-]点生命值，每秒恢复持续[fed655][duration][-]秒
92123,神打,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,1,1,20,1,0,0,0,2,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身武力值强化,己方全体魏国部队武力值提高[fed655]50%[-]，移动速度提高[fed655]20%[-]，并每秒恢复[fed655][cure_param][-]点生命值，每秒恢复持续[fed655][duration][-]秒
92124,倾城之容,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,1,7,20,1,0,0,0,2.5,1,1,1002,ShieldPoint:[MAXHP]*0.6,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方武力最高部队武力强化,己方全体魏国部队武力值提高[fed655]50%[-]，移动速度提高[fed655]20%[-]，并每秒恢复[fed655][cure_param][-]点生命值，每秒恢复持续[fed655][duration][-]秒
92125,倾国之姿,3,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,1,18,20,1,0.02,0,0,1.5,2,1,1002,ShieldPoint:[MAXHP]*0.3,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,己方智力最高部队智力强化，并获得护盾,己方全体魏国部队武力值提高[fed655]50%[-]，移动速度提高[fed655]20%[-]，并每秒恢复[fed655][cure_param][-]点生命值，每秒恢复持续[fed655][duration][-]秒
92126,挣脱控制,3,0,0,Battlefield/SkillFxFire_Prefab,,0,0|0|0,0,5,0,0,6,0,1,6,10,1,0,0.05,0,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,普通攻击时，有几率脱离道人控制并对兵力最高的己方部队造成持续伤害,己方全体魏国部队武力值提高[fed655]50%[-]，移动速度提高[fed655]20%[-]，并每秒恢复[fed655][cure_param][-]点生命值，每秒恢复持续[fed655][duration][-]秒
92127,挣脱控制,3,0,0,Battlefield/SkillFxFire_Prefab,,0,0|0|0,0,5,0,0,6,0,1,6,10,1,0,0.05,0,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,普通攻击时，有几率脱离道人控制并对兵力最高的己方部队造成持续伤害,己方全体魏国部队武力值提高[fed655]50%[-]，移动速度提高[fed655]20%[-]，并每秒恢复[fed655][cure_param][-]点生命值，每秒恢复持续[fed655][duration][-]秒
10000076,全军冲锋,5,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,7,0,1,1,8,1.3,0,0,0,2.5,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身武力强化并加速,自身武力值提高[fed655]150%[-]，移动速度提高[fed655]30%[-]，持续[fed655][duration][-]秒
1429,觉·狼顾之毒,4,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,1,0,1,14,14,1,0,0,0,1.3,1,0,0,null,0,1,1,1,0,1,0,0,Battlefield/SkillPoisonfog_Prefab,0,0|0|0,0,1,0,1,8,155,10,3,14,1,0,0.049,-0.8736,0.85,1,0,0,null,0,1,1,1,0,1,己方全体魏国部队武力强化；敌方所有部队武力弱化并持续损失生命值,己方全体魏国部队武力值提高[fed655]30%[-]，持续[fed655][duration][-]秒；释放毒计使敌方所有部队武力值降低[fed655]15%[-]，并每秒损失基础[fed655][dmg_param1][-]点生命值，基础持续时间[fed655]14[-]秒，实际持续时间受双方智力差距影响
60001,野蛮怒吼,5,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,7,0,1,1,8,1.3,0,0,0,2.5,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身武力强化并加速,自身武力值提高[fed655]150%[-]，移动速度提高[fed655]30%[-]，持续[fed655][duration][-]秒
60002,无畏战吼,5,0,0,Battlefield/SkillCure_Prefab,,0,0|0|0,0,1,0,0,17,0,1,1,2,1,0,0,0,1,1,1,1002,ShieldPoint:[MAXHP]*0.5,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身周围部队获得护盾,普通攻击时有几率使自身周围部队获得自身最大生命值[fed655]1000%[-]的护盾，持续[fed655][duration][-]秒
60003,疗愈之术,5,0,0,Battlefield/SkillfxShieldPoint_Prefab,,0,0|0|0,0,1,0,0,3,0,4,2,2,1,0.1,0,0,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身周围部队回复生命值,普通攻击时有几率使自身周围部队每秒恢复[fed655][cure_param][-]点生命值，持续[fed655][duration][-]秒
60004,支援,5,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,1000020|1000021,1,0,0,15,0,1,1,20,1,0,0,0,1.3,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,召唤支援部队,每隔一段时间，召唤一支[fed655]南蛮甲士[-]和一支[fed655]南蛮巫医[-]，分别对自身添加护盾和回复效果，持续[fed655][duration][-]秒
60005,甲胄,5,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,1,0,1,1,999,1,0,0,0,1.1,1,1,1004,CReceivedNormalAttackDamageScale:0.3,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身受到的普通攻击伤害降低,自身受到的普通攻击伤害降低[fed655]70%[-]
60006,奇术,5,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,1,0,1,1,999,1,0,0,0,1.1,1,1,1001,AttackRangeScale:2,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身的普通攻击范围增加,自身的普通攻击范围增加[fed655]100%[-]
60007,魔·暴虐之力,4,0,0,Battlefield/SkillfxStrengthen_Prefab,,0,0|0|0,0,1,0,0,6,0,1,1,10,1,0,0,0,1.6,1,0,0,null,0,1,1,1,0,1,0,0,Battlefield/SkillWeaken_Prefab,0,0|0|0,0,1,0,1,2,0,2,3,20,1,0,0,0,0.1,2,0,0,null,0,1,1,1,0,1,自身武力强化，双方所有部队智力弱化,自身武力值提升武力值提高[fed655]60%[-]，持续[fed655]20[-]秒；敌方全体部队武力值降低[fed655]90%[-]，智力值提高[fed655]100%[-]，基础持续时间[fed655]20[-]秒，实际持续时间受双方智力差距影响
60008,魔·火烧联营,5,0,0,Battlefield/SkillFxFire_Prefab,,0,0|0|0,0,1,0,1,4,152,8,3,10,0.2,0,0.018,2.2017,1,1,0,0,null,0,1,1,1,0,1,0,0,Battlefield/SkillWeaken_Prefab,0,0|0|0,0,1,0,1,2,0,2,7,10,1,0,0,0,1,0.5,0,0,null,0,1,1,1,0,1,敌方所有部队持续损失生命值并减速；敌方武力最高部队武力弱化,发动火计对敌方所有部队造成持续伤害，移动速度降低[fed655]80%[-]，并使敌方武力最高部队智力值降低[fed655]50%[-]，基础持续时间[fed655]10[-]秒，实际伤害值和持续时间受双方智力差距影响
60009,血祭,5,0,0,Battlefield/SkillCure_Prefab,,0,0|0|0,0,1,0,0,17,0,1,1,5,1,0,0,0,1,1,1,1002,ShieldPoint:[MAXHP]*0.1,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身获得护盾,敌方部队阵亡时，自身获得最大生命值[fed655]10%[-]的护盾，持续[fed655]20[-]秒
60010,残暴,5,0,0,Battlefield/SkillPoisonfog_Prefab,,0,0|0|0,0,3,0,0,8,151,8,3,20,1,0,2,0,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身阵亡时，己方其他部队将会溃败,自身阵亡时，己方其他部队将会溃败
