序号,引导类型：1剧情2庆典,讲话人ID(-1为玩家其余为npc表中的id）,地点ID（-1为主城其余为关卡id）,任务推进条件（目前为level ID， -1表示无要求）,触发类型 0:城市对话|1:在布阵界面弹出|2:在战斗开始时弹出|3:在战斗过程中弹出|4:在战斗结束时弹出（胜）|5:在战斗结束时弹出（负）6:在章节页面弹出,战斗百分比（关卡过程弹出类）,下一步寻路NPC ID(如果不需要移动直接显示对话/此处填0,下一步附加值（下一步寻路NPC ID为传送点时/此值为关卡id）,奖励类型|0:无奖励|1:卡片|2:卡魂|3:军令|4:星星|5:游戏点卷|6:免费抽卡机会|7:解锁关卡|8:弹出UI|9:开放封地|10:功能开放|11:上阵武将数量|12:强化上限|,奖励值,锚点（1表示此条对白的进度要存入数据库）,寻路头像,背景图片路径,对白内容
3456,1,128,245,-1,1,0,206,245,0,0,0,7,,司马懿，果然不可小觑。
3457,1,-1,245,-1,1,0,206,245,0,0,0,7,,司马懿，又是这个名字……
3458,1,-1,245,-1,1,0,206,245,0,0,1,7,,不过这回他可要失策了。
3459,1,-1,245,245,4,0,206,245,0,0,0,7,,他漏算了两点。
3460,1,-1,245,245,4,0,206,245,0,0,0,7,,其一，三公子有我相助
3461,1,-1,245,245,4,0,206,245,7,246,1,7,,其二，东吴那两个守将，双双都是二货！
3462,1,121,246,246,2,0,206,246,0,0,0,7,,大都督有令，曹军主动来袭的话，千万不用客气！
3463,1,123,246,246,2,0,206,246,0,0,0,7,,赶紧上赶紧上，可别让这家伙又抢了功！
3464,1,123,246,246,4,0,206,246,0,0,0,7,,呃……（吐血）
3465,1,-1,246,246,4,0,206,246,7,247,1,7,,趁此机会！抓住他！
3466,1,121,247,247,2,0,206,247,0,0,0,7,,喂，你振作一点！可别在这里挂了啊！
3467,1,123,247,247,2,0,206,247,0,0,0,7,,呸呸呸！你能不能说点好话！
3468,1,121,247,247,4,0,206,247,0,0,0,7,,不能打了，带着人快走！
3469,1,123,247,247,4,0,206,247,0,0,0,7,,………………
3470,1,128,247,247,4,0,206,247,7,248,1,7,,追！别让司马懿捡了便宜！
3471,1,205,248,248,4,0,206,248,0,0,0,7,,主公！你看那儿有个人鬼鬼祟祟往城内跑！
3472,1,-1,248,248,4,0,206,248,0,0,0,7,,看着可真眼熟啊。
3473,1,205,248,248,4,0,206,248,0,0,0,7,,这个人是……
3474,1,-1,248,248,4,0,206,248,0,0,0,7,,杨主簿，甘凌二人跑不远，你带着兵马追赶便是。
3475,1,-1,248,248,4,0,206,248,0,0,0,7,,我先行离去。
3476,1,128,248,248,4,0,206,248,7,249,1,7,,………………糟糕。
3477,1,205,249,-1,1,0,206,249,0,0,0,7,,这身形，和张总管真是太像了。
3478,1,-1,249,-1,1,0,206,249,0,0,0,7,,我看就是了！
3479,1,-1,249,-1,1,0,206,249,0,0,1,7,,呵呵，这老狐狸终于要把尾巴露出来了吗。
3480,1,202,249,249,4,0,206,249,0,0,0,7,,小英雄！误会！误会！
3481,1,-1,249,249,4,0,206,249,0,0,1,7,,果然是你。
3482,1,-1,-1,-1,0,0,0,0,0,0,0,7,,这是皇上的圣旨？！
3483,1,202,-1,-1,0,0,0,0,0,0,0,7,,正是。
3484,1,202,-1,-1,0,0,0,0,0,0,0,7,,皇上知道了你的处境，十分焦急。
3485,1,202,-1,-1,0,0,0,0,0,0,0,7,,而刘备的军队也已经逼近荆州，圣上唯有通过这个办法
3486,1,202,-1,-1,0,0,0,0,0,0,0,7,,既可以保全荆州，又可以救出身陷曹营的英雄你啊。
3487,1,-1,-1,-1,0,0,0,0,0,0,0,7,,你这说法，很难让人幸福啊。
3488,1,-1,-1,-1,0,0,0,0,0,0,0,7,,总之，现在只要让皇帝老爷知道，我平安无事，而且可以很快回到荆州。
3489,1,-1,-1,-1,0,0,0,0,0,0,0,7,,根本没必要颁布这一道圣旨！
3490,1,41,-1,-1,0,0,0,0,0,0,0,7,,晚了。
3491,1,-1,-1,-1,0,0,0,0,0,0,0,7,,？！
3492,1,41,-1,-1,0,0,0,0,0,0,0,7,,张让大人请随我来。
3493,1,-1,-1,-1,0,0,0,0,0,0,1,7,,啧！
3494,1,202,-1,-1,0,0,202,0,0,0,0,6,,嘿嘿，请曹丞相接下这圣旨！
3495,1,202,-1,-1,0,0,202,0,0,0,0,6,,还有这玉玺。
3496,1,-1,-1,-1,0,0,202,0,0,0,0,6,,开什么玩笑？！
3497,1,-1,-1,-1,0,0,202,0,0,0,0,6,,皇帝老爷疯了么！
3498,1,-1,-1,-1,0,0,202,0,0,0,0,6,,今天封曹操为魏王，这和将皇位拱手相让有什么区别！
3499,1,-1,-1,-1,0,0,202,0,0,0,0,6,,连玉玺都送过来了，明天是不是就打算直接禅让了？嗯？
3500,1,41,-1,-1,0,0,202,0,0,0,0,6,,放肆！！
3501,1,202,-1,-1,0,0,202,0,0,0,0,6,,小英雄，你别这么大反应。
3502,1,202,-1,-1,0,0,202,0,0,0,0,6,,皇帝陛下这也是为了你啊。
3503,1,-1,-1,-1,0,0,202,0,0,0,0,6,,闭嘴！若不是你妖言惑众，皇帝陛下一定不会……
3504,1,-1,-1,-1,0,0,202,0,0,0,0,6,,这玉玺，交给曹操，还不如就此砸了！
3505,1,41,-1,-1,0,0,202,0,7,250,1,6,,来人！给我拦住他！
3506,1,202,250,250,4,0,206,250,0,0,0,7,,英雄！放开那个玉玺！
3507,1,-1,250,250,4,0,206,250,0,0,0,7,,哼！
3508,1,202,250,250,4,0,206,250,0,0,0,7,,哎呦夭寿啊！玉玺被砸坏了一个角！
3509,1,41,250,250,4,0,206,250,0,0,0,7,,即使缺了一个角，他也还是玉玺。
3510,1,41,250,250,4,0,206,250,0,0,0,7,,就像今日我获赐魏王称号一样。
3511,1,41,250,250,4,0,206,250,0,0,0,7,,不是轻易就能改变的。
3512,1,41,250,250,4,0,206,250,0,0,0,7,,对不对？小英雄？
3513,1,-1,250,250,4,0,206,250,0,0,0,7,,我、不、服。
3514,1,41,250,250,4,0,206,250,0,0,0,7,,哦？
3515,1,-1,250,250,4,0,206,250,7,251,1,7,,我不服！！
3516,1,131,251,251,2,0,206,251,0,0,0,7,,承蒙皇上厚爱，今日我便接受这[fa0611]魏王[-]的封号。
3517,1,131,251,251,2,0,206,251,0,0,0,7,,[fffc03]安天下者，唯我曹孟德！[-]
3518,1,131,251,251,2,0,206,251,0,0,0,7,,哈哈哈哈哈哈！
3519,1,131,251,251,4,0,206,251,0,0,0,7,,把他们带下去！
3520,1,205,251,251,4,0,206,251,0,0,0,7,,主公！！
3521,1,-1,251,251,4,0,206,251,0,0,0,7,,呵呵……呵呵……
3522,1,205,251,251,4,0,206,251,0,0,1,7,,主公……
3523,1,134,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg3,喂。
3524,1,-1,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg3,……
3525,1,134,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg3,死了？
3526,1,-1,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg3,…………
3527,1,-1,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg3,呸呸呸，你说谁死了！
3528,1,134,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg3,呵，总算醒了。
3529,1,-1,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg3,你是谁？
3530,1,134,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg3,任务完成，我走了。
3531,1,-1,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg3,啧，难得睡一场好觉，干嘛叫醒我……
3532,1,134,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg3,你不会想就这么一直睡下去吧？
3533,1,-1,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg3,有何不可，天下大事都和我没关系了。
3534,1,134,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg3,被背叛了？玻璃心了？
3535,1,134,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg3,这可不像我认识的你啊。
3536,1,-1,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg3,……你认识我？
3537,1,134,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg3,只是这点小事就玻璃心了，怎么成就你所谓的匡扶汉室？
3538,1,-1,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg3,…………
3539,1,134,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg3,只看到事物的表面就下定论，这可是大忌。
3540,1,134,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg3,不刨根究底，怎么能知道真相呢？
3541,1,-1,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg3,…………你说的对。
3542,1,134,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg3,……只是，也许真相比你看到的更残忍也说不定呢。
3543,1,-1,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg3,你到底在安慰我还是打击我！
3544,1,134,-1,-1,0,0,0,0,26,5,1,7,UI/Stories/Bg3,振作起来吧，去探求你的真相，还有你的道路。
3545,1,134,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg3,这才像你嘛。
3546,1,-1,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg3,诶，你要走了？
3547,1,-1,-1,-1,0,0,0,0,0,0,1,7,UI/Stories/Bg3,等一下，你还没说你是谁！
3548,1,128,-1,-1,0,0,0,0,0,0,0,7,,噗！！！
3549,1,-1,-1,-1,0,0,0,0,0,0,0,7,,好恶心！！
3550,1,128,-1,-1,0,0,0,0,0,0,0,7,,你醒了？
3551,1,-1,-1,-1,0,0,0,0,0,0,0,7,,干嘛往我脸上喷水！！
3552,1,128,-1,-1,0,0,0,0,0,0,0,7,,叫了半天你都不醒，我只好用特别的方法了。
3553,1,-1,-1,-1,0,0,0,0,0,0,0,7,,刚才和我说话的是谁？
3554,1,128,-1,-1,0,0,0,0,0,0,0,7,,谁？一直都是我一个人啊。
3555,1,-1,-1,-1,0,0,0,0,0,0,0,7,,…………难道是我精分了……
3556,1,128,-1,-1,0,0,0,0,0,0,0,7,,别老用看不懂的词语说话。
3557,1,-1,-1,-1,0,0,0,0,0,0,0,7,,你来这牢里找我干嘛？
3558,1,128,-1,-1,0,0,0,0,0,0,0,7,,劫狱啊~
3559,1,-1,-1,-1,0,0,0,0,0,0,0,7,,…………你这就和买菜一样平常的语气是怎么回事。
3560,1,128,-1,-1,0,0,0,0,7,252,1,7,,别多说了，跟我走吧。
3561,1,-1,252,252,4,0,206,252,0,0,0,7,,这狱是不是劫得太容易了一点？
3562,1,128,252,252,4,0,206,252,7,253,1,7,,王姑娘被关在这里，随我来。
3563,1,205,253,253,4,0,206,253,0,0,0,7,,主公！你没事真是太好了。
3564,1,-1,253,253,4,0,206,253,0,0,0,7,,我还答应你爹要照顾你呢，怎么能有事！
3565,1,205,253,253,4,0,206,253,0,0,0,7,,我可真是担心死了！还以为你被打击傻了！
3566,1,-1,253,253,4,0,206,253,0,0,0,7,,…………
3567,1,128,253,253,4,0,206,253,0,0,0,7,,噗嗤。
3568,1,-1,253,253,4,0,206,253,7,254,1,7,,不是说好越狱的吗，还不快走。
3569,1,205,254,-1,1,0,206,254,0,0,0,7,,这人……看装扮不像是狱卒，为何又要拦着我们。
3570,1,128,254,-1,1,0,206,254,0,0,0,7,,哈哈。
3571,1,-1,254,-1,1,0,206,254,0,0,0,7,,杨主簿？
3572,1,128,254,-1,1,0,206,254,0,0,1,7,,兄弟，你晚了一步，真是不好意思了。
3573,1,-1,254,254,4,0,206,254,0,0,0,7,,这群人的布阵套路和上次遇到的陌生人好像。
3574,1,128,254,254,4,0,206,254,0,0,0,7,,原来你早就遇到过司马懿的人了。
3575,1,-1,254,254,4,0,206,254,0,0,0,7,,又是司马懿？
3576,1,128,254,254,4,0,206,254,0,0,0,7,,我能想到来找你，他自然也想得到。
3577,1,128,254,254,4,0,206,254,0,0,1,7,,可惜呀，被我抢先了一步。
3578,1,128,-1,-1,0,0,205,0,0,0,0,5,,安全了，二位就先在此安歇吧。
3579,1,-1,-1,-1,0,0,205,0,0,0,0,5,,说吧，你为什么要冒险救我？
3580,1,128,-1,-1,0,0,205,0,0,0,0,5,,不是早就说好的嘛，你加入我们，助曹植公子争夺世子。
3581,1,-1,-1,-1,0,0,205,0,0,0,0,5,,今时不同往日，以前我是被孙权刘备追杀，现在我是被曹操关着，你也敢劫狱？
3582,1,128,-1,-1,0,0,205,0,0,0,0,5,,你也看到了，这狱卒分明就不想难为我们。
3583,1,128,-1,-1,0,0,205,0,0,0,0,5,,丞相并不想置你于死地，他可爱惜你的很啊。
3584,1,-1,-1,-1,0,0,205,0,0,0,0,5,,…………是吗，真荣幸。
3585,1,128,-1,-1,0,0,205,0,0,0,0,5,,今日不管是我，还是司马懿将你救出来，他都不会加以阻拦。
3586,1,128,-1,-1,0,0,205,0,0,0,0,5,,这也是一场考验，谁可以得到你，便是胜者。
3587,1,-1,-1,-1,0,0,205,0,0,0,0,5,,你又怎么知道我一定会帮你呢？
3588,1,128,-1,-1,0,0,205,0,0,0,0,5,,你早就说好了啊，怎么你想反悔？
3589,1,-1,-1,-1,0,0,205,0,0,0,0,5,,…………那个时候说的怎么能算啊喂！
3590,1,128,-1,-1,0,0,205,0,0,0,0,5,,我可不管，你不能框我啊！我花了好大力气才救的你！
3591,1,-1,-1,-1,0,0,205,0,0,0,0,5,,………………
3592,1,205,-1,-1,0,0,205,0,0,0,0,5,,………………
3593,1,128,-1,-1,0,0,205,0,0,0,0,5,,就算你不想，也没别的路可走了。
3594,1,128,-1,-1,0,0,205,0,0,0,0,5,,虽然经历了背叛，但你还是一心想见到皇帝对不对？
3595,1,-1,-1,-1,0,0,205,0,0,0,0,5,,……对。
3596,1,128,-1,-1,0,0,205,0,0,0,0,5,,丞相与二位公子明日便要动身返回长安。
3597,1,128,-1,-1,0,0,205,0,0,0,0,5,,荆州的使者也会将皇帝老爷带去长安。
3598,1,128,-1,-1,0,0,205,0,0,0,0,5,,跟着我们，便是你见到皇帝的唯一机会。
3599,1,-1,-1,-1,0,0,205,0,0,0,0,5,,……好吧。
3600,1,128,-1,-1,0,0,205,0,7,255,1,5,,这才对嘛~二位早些休息吧，明天见！
3601,1,405,255,255,4,0,406,255,0,0,0,7,,这个杨修，就这么光明正大地把我们扔在随从队伍里。
3602,1,405,255,255,4,0,406,255,0,0,0,7,,也不怕曹操追究吗。
3603,1,-1,255,255,4,0,406,255,0,0,0,7,,他自信他对曹操十分了解。
3604,1,-1,255,255,4,0,406,255,0,0,0,7,,哼，上位者的心思，怎么可能全部猜得透。
3605,1,405,255,255,4,0,406,255,0,0,0,7,,主公……
3606,1,-1,255,255,4,0,406,255,7,256,1,7,,别担心，涵雨妹妹，在见到皇帝老爷前，我还是相信他的。
3607,1,133,256,-1,1,0,406,256,0,0,0,7,,救命……
3608,1,133,256,-1,1,0,406,256,0,0,0,7,,救救我！
3609,1,-1,256,-1,1,0,406,256,0,0,0,7,,发生了什么事？
3610,1,405,256,-1,1,0,406,256,0,0,0,7,,主公，这女子似乎正在被人追赶！
3611,1,-1,256,-1,1,0,406,256,0,0,1,7,,走，去救她！
3612,1,133,256,256,4,0,406,256,0,0,0,7,,救命！
3613,1,-1,256,256,4,0,406,256,0,0,0,7,,追赶你的人都已经跑了，你不用再叫救命了。
3614,1,132,256,256,4,0,406,256,0,0,0,7,,什么人！竟欺负一个弱女子！
3615,1,-1,256,256,4,0,406,256,0,0,0,7,,就是！胆大包天了都！
3616,1,132,256,256,4,0,406,256,0,0,0,7,,哼！
3617,1,-1,256,256,4,0,406,256,7,257,1,7,,咦？！不是！我没欺负她！
3618,1,405,257,-1,1,0,406,257,0,0,0,7,,主公，这位应该是曹丕的妻子，甄姬。
3619,1,-1,257,-1,1,0,406,257,0,0,1,7,,我有见到美人必先刀兵相向的命……
3620,1,127,257,257,4,0,406,257,0,0,0,7,,住手！
3621,1,133,257,257,4,0,406,257,0,0,0,7,,姐姐误会了，这位英雄并没有欺负我。
3622,1,132,257,257,4,0,406,257,0,0,1,7,,…………
3623,1,132,-1,-1,0,0,0,0,0,0,0,7,,原来你便是那日怒摔玉玺之人。
3624,1,127,-1,-1,0,0,0,0,0,0,0,7,,这位英雄是我朋友，现在随侍在我身边。
3625,1,132,-1,-1,0,0,0,0,0,0,0,7,,……既是子建的朋友，那真是抱歉了。
3626,1,129,-1,-1,0,0,0,0,0,0,0,7,,宓儿原来在这里，我找了你好久。
3627,1,129,-1,-1,0,0,0,0,0,0,0,7,,……子建也在啊。
3628,1,132,-1,-1,0,0,0,0,0,0,0,7,,方才我见这位姑娘被山贼追赶，正好这位英雄过来救了这位姑娘。
3629,1,132,-1,-1,0,0,0,0,0,0,0,7,,若不是子建及时阻拦，我差点当他是山贼呢
3630,1,129,-1,-1,0,0,0,0,0,0,0,7,,原来如此。
3631,1,129,-1,-1,0,0,0,0,0,0,0,7,,那这位姑娘是……
3632,1,133,-1,-1,0,0,0,0,0,0,0,7,,我乃南郡郭永之女，父亲死后颠沛流离至此。
3633,1,133,-1,-1,0,0,0,0,0,0,0,7,,多亏了……这位公子相救，才免于被山贼掳走。
3634,1,129,-1,-1,0,0,0,0,0,0,0,7,,没想到魏王管辖之地，竟然有山贼如此猖獗。
3635,1,129,-1,-1,0,0,0,0,0,0,0,7,,不如子建与我各带一些兵马，上山剿灭了这些山贼，如何？
3636,1,127,-1,-1,0,0,0,0,0,0,0,7,,好……那就听兄长的……
3637,1,132,-1,-1,0,0,0,0,0,0,0,7,,夫君多加小心！……子建也是……
3638,1,129,-1,-1,0,0,0,0,0,0,0,7,,…………
3639,1,127,-1,-1,0,0,0,0,7,258,1,7,,……多谢嫂嫂关心。
3640,1,-1,258,-1,1,0,406,258,0,0,0,7,,除贼就除贼，干嘛拖上我。
3641,1,128,258,-1,1,0,406,258,0,0,0,7,,他这是在暗中与你宣战呢。
3642,1,-1,258,-1,1,0,406,258,0,0,0,7,,嗯?
3643,1,128,258,-1,1,0,406,258,0,0,0,7,,三公子文采举世无双，但论带兵打仗，就远不及三公子。
3644,1,128,258,-1,1,0,406,258,0,0,0,7,,但是现在有了你，他想必是十分忌惮的。
3645,1,-1,258,-1,1,0,406,258,0,0,1,7,,那就陪他玩玩吧。
3646,1,-1,258,258,4,0,406,258,7,259,1,7,,……曹丕看着低调，果然是很善于用兵啊。
3647,1,-1,259,259,4,0,406,259,0,0,0,7,,你们已经无路可逃了，还不乖乖把头领叫出来受死！
3648,1,139,259,259,4,0,406,259,7,260,1,7,,饶、饶命啊，我也不知道头儿在哪儿啊！
3649,1,129,260,260,4,0,406,260,0,0,0,7,,我已经抓住山贼头目了！
3650,1,129,260,260,4,0,406,260,0,0,0,7,,余下的人，投降不杀！
3651,1,-1,260,260,4,0,406,260,0,0,0,7,,？！
3652,1,127,260,260,4,0,406,260,0,0,0,7,,？！
3653,1,127,260,260,4,0,406,260,0,0,0,7,,……兄长用兵如神，今日除去山贼，当立首功。
3654,1,129,260,260,4,0,406,260,0,0,0,7,,非也非也，要不是子建相助，哪里可以这么快抓住这头目。
3655,1,-1,260,260,4,0,406,260,0,0,1,7,,……好虚伪。
3656,1,131,-1,-1,0,0,0,0,0,0,0,7,,距离长安尚有时日。
3657,1,131,-1,-1,0,0,0,0,0,0,0,7,,今日便在此歇息一番，明日再启程吧。
3658,1,405,-1,-1,0,0,405,0,0,0,0,5,,主公，你睡不着吗？
3659,1,-1,-1,-1,0,0,405,0,0,0,0,5,,嗯……
3660,1,-1,-1,-1,0,0,405,0,0,0,0,5,,曹操明明看到了我，却故意无视我的存在，态度太可疑了。
3661,1,-1,-1,-1,0,0,405,0,0,0,0,5,,还有那个[fffc03]司马懿[-]，至今未见他露面，却屡屡听杨主簿提起他。
3662,1,-1,-1,-1,0,0,405,0,0,0,0,5,,还有张让对曹操那个谄媚的样子……
3663,1,-1,-1,-1,0,0,405,0,0,0,0,5,,想不通的事情太多了。
3664,1,405,-1,-1,0,0,405,0,0,0,0,5,,我看你需要四处走走，别老去想这些勾心斗角的事。
3665,1,-1,-1,-1,0,0,405,0,7,261,1,5,,嗯，军师大人所言极是！我这就出去走走。
3666,1,-1,261,-1,1,0,406,261,0,0,0,7,,我这是走到哪里了？
3667,1,138,261,-1,1,0,406,261,0,0,0,7,,…………
3668,1,-1,261,-1,1,0,406,261,0,0,1,7,,什么人？！
3669,1,-1,261,261,2,0,406,261,0,0,0,7,,啊，又是你！
3670,1,-1,261,261,4,0,406,261,0,0,0,7,,别跑！
3671,1,140,261,261,4,0,406,261,0,0,0,7,,没用的家伙！既已暴露，就不用留着你了！
3672,1,138,261,261,4,0,406,261,0,0,0,7,,呃……
3673,1,-1,261,261,4,0,406,261,0,0,0,7,,喂！不用这么残忍吧！
3674,1,140,261,261,4,0,406,261,0,0,0,7,,多管闲事，可是要付出代价的。
3675,1,-1,261,261,4,0,406,261,7,262,1,7,,…………
3676,1,140,262,262,4,0,406,262,0,0,0,7,,咳，小子，我小看了你。
3677,1,130,262,262,4,0,406,262,0,0,0,7,,退下吧。
3678,1,140,262,262,4,0,406,262,0,0,0,7,,……司马大人？！
3679,1,130,262,262,4,0,406,262,0,0,0,7,,又见面了，小英雄。
3680,1,-1,262,262,4,0,406,262,0,0,0,7,,？！司马懿！
3681,1,-1,262,262,4,0,406,262,0,0,0,7,,你终于肯亲自现身了吗。
3682,1,-1,262,262,4,0,406,262,7,263,1,7,,今天这场散步，可真是值得了。
3683,1,-1,263,-1,1,0,406,263,0,0,0,7,,不过你这出场方式可不太好看啊。
3684,1,-1,263,-1,1,0,406,263,0,0,0,7,,居然是从这竹篓子里跳出来的，真是笑死我了。
3685,1,130,263,-1,1,0,406,263,0,0,1,7,,………………
3686,1,-1,263,263,4,0,406,263,0,0,0,7,,你！你玩阴的……
3687,1,130,263,263,4,0,406,263,0,0,0,7,,呵呵呵，我可从没说过我是光明正大之人啊。
3688,1,-1,263,263,4,0,406,263,0,0,0,7,,……你……
3689,1,140,263,263,4,0,406,263,0,0,0,7,,司马大人，该怎么处置他？
3690,1,130,263,263,4,0,406,263,0,0,1,7,,嗯……让我好好想想……
3691,1,405,-1,-1,0,0,0,0,0,0,0,7,,主公，主公醒醒！
3692,1,-1,-1,-1,0,0,0,0,0,0,0,7,,…………嗯？
3693,1,-1,-1,-1,0,0,0,0,0,0,0,7,,我这是在哪儿？
3694,1,405,-1,-1,0,0,0,0,0,0,0,7,,你昨天出去散步，结果一晚上没回来。
3695,1,405,-1,-1,0,0,0,0,0,0,0,7,,害得我和杨主簿到处找你，结果你居然就在外面睡着了。
3696,1,-1,-1,-1,0,0,0,0,0,0,0,7,,…………我睡在外面？
3697,1,-1,-1,-1,0,0,0,0,0,0,0,7,,真是奇怪……我明明……
3698,1,128,-1,-1,0,0,0,0,0,0,0,7,,英雄的脸色似乎不太好。
3699,1,128,-1,-1,0,0,0,0,0,0,0,7,,可是遇见什么事了？
3700,1,-1,-1,-1,0,0,0,0,0,0,1,7,,……的确遇到了一些事……
3701,1,128,-1,-1,0,0,0,0,0,0,0,7,,…………
3702,1,128,-1,-1,0,0,0,0,0,0,0,7,,大军马上就要启程了。
3703,1,128,-1,-1,0,0,0,0,0,0,0,7,,你一晚没睡，还是先休息一会儿吧。
3704,1,128,-1,-1,0,0,0,0,0,0,0,7,,有什么事，稍后再说。
3705,1,405,-1,-1,0,0,0,0,0,0,0,7,,嗯，主公，等你休息好了，我们在军帐这儿汇合吧。
3706,1,-1,-1,-1,0,0,0,0,0,0,1,7,,好……
3707,1,128,-1,-1,0,0,405,0,0,0,0,5,,看你的气色，似乎已经恢复了。
3708,1,-1,-1,-1,0,0,405,0,0,0,0,5,,让你们担心了。
3709,1,128,-1,-1,0,0,405,0,0,0,0,5,,还好啦，我并没有太担心。
3710,1,405,-1,-1,0,0,405,0,0,0,0,5,,明明就担心得要命，拉着我到处找呢。
3711,1,128,-1,-1,0,0,405,0,0,0,0,5,,咳咳，总之回来了就好。
3712,1,-1,-1,-1,0,0,405,0,0,0,0,5,,其实昨天……
3713,1,128,-1,-1,0,0,405,0,0,0,0,5,,好了好了，再聊就耽误行军了！
3714,1,128,-1,-1,0,0,405,0,0,0,0,5,,走，和我一起去前面巡视。
3715,1,-1,-1,-1,0,0,405,0,7,264,1,5,,…………
3716,1,405,264,264,4,0,406,264,0,0,0,7,,杨主簿，你走得也太快了！
3717,1,405,264,264,4,0,406,264,0,0,0,7,,这哪里是巡逻呀，不知道的还以为你在逃命呢。
3718,1,128,264,264,4,0,406,264,7,265,1,7,,赶紧赶紧~
3719,1,128,265,265,4,0,406,265,0,0,0,7,,呼……差不多了。
3720,1,128,265,265,4,0,406,265,0,0,1,7,,在这儿说话应该没人会听到了。
3721,1,128,-1,-1,0,0,0,0,0,0,0,7,,不寻常的现象背后，一定有什么故事。
3722,1,128,-1,-1,0,0,0,0,0,0,0,7,,你一晚上不见人影，早上又莫名其妙出现
3723,1,128,-1,-1,0,0,0,0,0,0,0,7,,究竟看到了什么？
3724,1,405,-1,-1,0,0,0,0,0,0,0,7,,难道是…………鬼？？？
3725,1,-1,-1,-1,0,0,0,0,0,0,0,7,,…………→_→
3726,1,-1,-1,-1,0,0,0,0,0,0,0,7,,我在曹丕的帐子附近，遇见了……[fffc03]司马懿[-]。
3727,1,405,-1,-1,0,0,0,0,0,0,0,7,,？！
3728,1,128,-1,-1,0,0,0,0,0,0,0,7,,然后呢？
3729,1,-1,-1,-1,0,0,0,0,0,0,0,7,,不知为何，他不走正路，却要鬼鬼祟祟躲在竹篓里。
3730,1,128,-1,-1,0,0,0,0,0,0,0,7,,我果然猜得没错！！
3731,1,405,-1,-1,0,0,0,0,0,0,0,7,,为什么他见自己弟子还要偷偷摸摸的……
3732,1,405,-1,-1,0,0,0,0,0,0,0,7,,该不[f4f4f3]是[-][e0e0e0]有[-][c3c3c3]什[-][b1b1b1]么[-][9f9f9f]奇[-][707070]怪[-][5c5c5c]的[-][474747]癖[-][2e2e2e]好[-][202020]吧……[-]
3733,1,128,-1,-1,0,0,0,0,0,0,0,7,,哈哈哈哈，二位，今晚我们一同出来赏月如何？
3734,1,128,-1,-1,0,0,0,0,0,0,1,7,,顺便，捉、奸。
3735,1,405,-1,-1,0,0,405,0,0,0,0,5,,…………
3736,1,-1,-1,-1,0,0,405,0,0,0,0,5,,………………
3737,1,128,-1,-1,0,0,405,0,0,0,0,5,,……………………
3738,1,405,-1,-1,0,0,405,0,0,0,0,5,,我说，我们已经在这儿呆了很久了。
3739,1,405,-1,-1,0,0,405,0,0,0,0,5,,像这样躲在这里，真的能看到司马懿吗？
3740,1,128,-1,-1,0,0,405,0,0,0,0,5,,这个老狐狸……
3741,1,-1,-1,-1,0,0,405,0,0,0,0,5,,[fffc03]就是那辆车！[-]
3742,1,405,-1,-1,0,0,405,0,0,0,0,5,,这，怎么看都只是一个老伯拖着一车竹篓而已……
3743,1,128,-1,-1,0,0,405,0,7,266,1,5,,这样才装得像嘛，走，我们跟上去！
3744,1,128,266,266,4,0,406,266,0,0,1,7,,这下，他再也没法赢过我了。
3745,1,405,-1,-1,0,0,0,0,0,0,0,7,,究竟司马懿为什么要费这么大周折去见曹丕呢？
3746,1,128,-1,-1,0,0,0,0,0,0,0,7,,丞相对司马懿，可以说是非常忌惮。
3747,1,128,-1,-1,0,0,0,0,0,0,0,7,,因此，司马懿与二公子虽然名义上是师徒，却一直不能来往过密。
3748,1,128,-1,-1,0,0,0,0,0,0,0,7,,不过，我一直都心存怀疑。
3749,1,128,-1,-1,0,0,0,0,0,0,0,7,,以他的心计，绝不可能甘心就这样碌碌无为。
