序号|战法,活动类型(),排序索引,开启时间,活动持续时间（单位分钟）,关闭时间,时间参数,默认标题,跳转按钮文字（若为空，不显示跳转按钮）,跳转UI（0，不跳转| 11，充值界面| 1，推图界面| 14，抽卡界面| 24，竞技场| 6，卡册界面| 67，征讨| 9，封地| 17，活动界面|40，排行榜）,是否存储数,进行服务器ID,活动图标,活动背景图片,战力限制,未登陆时长[天],累计充值数额,整形参数1,整形参数2,整形参数3,整形参数4,整形参数5,整形参数6,整形参数7,整形参数8,整形参数9,整形参数10,整形参数11,字符串参数1,字符串参数2,字符串参数3,字符串参数4,字符串参数5,字符串参数6,提示信息,自动补发邮件ID
11146,6,1500,2018|10|2|0|23|30,29,2018|10|2|0|23|59,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11147,6,1500,2018|10|3|0|0|0,1200,2018|10|3|0|20|0,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11148,6,1500,2018|10|3|0|23|30,29,2018|10|3|0|23|59,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11149,6,1500,2018|10|4|0|0|0,1200,2018|10|4|0|20|0,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11150,6,1500,2018|10|4|0|23|30,29,2018|10|4|0|23|59,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11151,6,1500,2018|10|5|0|0|0,1200,2018|10|5|0|20|0,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11152,6,1500,2018|10|5|0|23|30,29,2018|10|5|0|23|59,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11153,6,1500,2018|10|6|0|0|0,1200,2018|10|6|0|20|0,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11154,6,1500,2018|10|6|0|23|30,29,2018|10|6|0|23|59,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11155,6,1500,2018|10|7|0|0|0,1200,2018|10|7|0|20|0,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11156,6,1500,2018|10|7|0|23|30,29,2018|10|7|0|23|59,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11157,6,1500,2018|11|6|0|0|0,1200,2018|11|6|0|20|0,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11158,6,1500,2018|11|6|0|23|30,29,2018|11|6|0|23|59,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11159,6,1500,2018|11|7|0|0|0,1200,2018|11|7|0|20|0,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11160,6,1500,2018|11|7|0|23|30,29,2018|11|7|0|23|59,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11161,6,1500,2018|11|8|0|0|0,1200,2018|11|8|0|20|0,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11162,6,1500,2018|11|8|0|23|30,29,2018|11|8|0|23|59,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11163,6,1500,2018|11|9|0|0|0,1200,2018|11|9|0|20|0,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11164,6,1500,2018|11|9|0|23|30,29,2018|11|9|0|23|59,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11165,6,1500,2018|11|10|0|0|0,1200,2018|11|10|0|20|0,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11166,6,1500,2018|11|10|0|23|30,29,2018|11|10|0|23|59,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11167,6,1500,2018|11|11|0|0|0,1200,2018|11|11|0|20|0,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11168,6,1500,2018|11|11|0|23|30,29,2018|11|11|0|23|59,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11169,6,1500,2018|11|26|0|0|0,1200,2018|11|26|0|20|0,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11170,6,1500,2018|11|26|0|23|30,29,2018|11|26|0|23|59,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11171,6,1500,2018|11|27|0|0|0,1200,2018|11|27|0|20|0,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11172,6,1500,2018|11|27|0|23|30,29,2018|11|27|0|23|59,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11173,6,1500,2018|11|28|0|0|0,1200,2018|11|28|0|20|0,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11174,6,1500,2018|11|28|0|23|30,29,2018|11|28|0|23|59,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11175,6,1500,2018|11|29|0|0|0,1200,2018|11|29|0|20|0,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11176,6,1500,2018|11|29|0|23|30,29,2018|11|29|0|23|59,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11177,6,1500,2018|11|30|0|0|0,1200,2018|11|30|0|20|0,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11178,6,1500,2018|11|30|0|23|30,29,2018|11|30|0|23|59,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11179,6,1500,2018|12|1|0|0|0,1200,2018|12|1|0|20|0,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11180,6,1500,2018|12|1|0|23|30,29,2018|12|1|0|23|59,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11181,6,1500,2018|12|2|0|0|0,1200,2018|12|2|0|20|0,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11182,6,1500,2018|12|2|0|23|30,29,2018|12|2|0|23|59,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
100027,1,5,0|0|0|1-3-5-7|11|0,720,0|0|0|1-3-5-7|23|0,11:00-23:00,富商快跑,,0,0,0,Icon201_Tex,activity_rich_tex,4900,0,0,20,5800,2250,1100,650,0,0,0,0,0,20700,NULL,NULL,NULL,NULL,NULL,NULL,捉拿西域富商，夺回财宝！\n可获得：大量卡魂,200000
100092,1,5,2018|5|7|0|0|0,660,2018|5|7|0|11|0,,富商快跑,,0,0,0,Icon201_Tex,activity_rich_tex,4900,0,0,20,5800,2250,1100,650,0,0,0,0,0,20700,NULL,NULL,NULL,NULL,NULL,NULL,捉拿西域富商，夺回财宝！\n[FFCC00]活动时间：每周一、三、五、日11:00-23:00[-]\n[FFCC00]活动产出：大量卡魂[-]\n[FFCC00]每次参与消耗[-][FF0000]20军令[-],200000
100093,1,5,2018|5|7|0|23|0,2160,2018|5|9|0|11|0,,富商快跑,,0,0,0,Icon201_Tex,activity_rich_tex,4900,0,0,20,5800,2250,1100,650,0,0,0,0,0,20700,NULL,NULL,NULL,NULL,NULL,NULL,捉拿西域富商，夺回财宝！\n[FFCC00]活动时间：每周一、三、五、日11:00-23:00[-]\n[FFCC00]活动产出：大量卡魂[-]\n[FFCC00]每次参与消耗[-][FF0000]20军令[-],200000
100094,1,5,2018|5|9|0|23|0,2160,2018|5|11|0|11|0,,富商快跑,,0,0,0,Icon201_Tex,activity_rich_tex,4900,0,0,20,5800,2250,1100,650,0,0,0,0,0,20700,NULL,NULL,NULL,NULL,NULL,NULL,捉拿西域富商，夺回财宝！\n[FFCC00]活动时间：每周一、三、五、日11:00-23:00[-]\n[FFCC00]活动产出：大量卡魂[-]\n[FFCC00]每次参与消耗[-][FF0000]20军令[-],200000
100095,1,5,2018|5|11|0|23|0,2160,2018|5|13|0|11|0,,富商快跑,,0,0,0,Icon201_Tex,activity_rich_tex,4900,0,0,20,5800,2250,1100,650,0,0,0,0,0,20700,NULL,NULL,NULL,NULL,NULL,NULL,捉拿西域富商，夺回财宝！\n[FFCC00]活动时间：每周一、三、五、日11:00-23:00[-]\n[FFCC00]活动产出：大量卡魂[-]\n[FFCC00]每次参与消耗[-][FF0000]20军令[-],200000
100096,1,5,2018|5|13|0|23|0,60,2018|5|14|0|0|0,,富商快跑,,0,0,0,Icon201_Tex,activity_rich_tex,4900,0,0,20,5800,2250,1100,650,0,0,0,0,0,20700,NULL,NULL,NULL,NULL,NULL,NULL,捉拿西域富商，夺回财宝！\n[FFCC00]活动时间：每周一、三、五、日11:00-23:00[-]\n[FFCC00]活动产出：大量卡魂[-]\n[FFCC00]每次参与消耗[-][FF0000]20军令[-],200000
100097,1,5,2018|8|6|0|0|0,660,2018|8|6|0|11|0,,富商快跑,,0,0,0,Icon201_Tex,activity_rich_tex,4900,0,0,20,5800,2250,1100,650,0,0,0,0,0,20700,NULL,NULL,NULL,NULL,NULL,NULL,捉拿西域富商，夺回财宝！\n[FFCC00]活动时间：每周一、三、五、日11:00-23:00[-]\n[FFCC00]活动产出：大量卡魂[-]\n[FFCC00]每次参与消耗[-][FF0000]20军令[-],200000
100098,1,5,2018|8|6|0|23|0,2160,2018|8|8|0|11|0,,富商快跑,,0,0,0,Icon201_Tex,activity_rich_tex,4900,0,0,20,5800,2250,1100,650,0,0,0,0,0,20700,NULL,NULL,NULL,NULL,NULL,NULL,捉拿西域富商，夺回财宝！\n[FFCC00]活动时间：每周一、三、五、日11:00-23:00[-]\n[FFCC00]活动产出：大量卡魂[-]\n[FFCC00]每次参与消耗[-][FF0000]20军令[-],200000
100099,1,5,2018|8|8|0|23|0,2160,2018|8|10|0|11|0,,富商快跑,,0,0,0,Icon201_Tex,activity_rich_tex,4900,0,0,20,5800,2250,1100,650,0,0,0,0,0,20700,NULL,NULL,NULL,NULL,NULL,NULL,捉拿西域富商，夺回财宝！\n[FFCC00]活动时间：每周一、三、五、日11:00-23:00[-]\n[FFCC00]活动产出：大量卡魂[-]\n[FFCC00]每次参与消耗[-][FF0000]20军令[-],200000
100100,1,5,2018|8|10|0|23|0,2160,2018|8|12|0|11|0,,富商快跑,,0,0,0,Icon201_Tex,activity_rich_tex,4900,0,0,20,5800,2250,1100,650,0,0,0,0,0,20700,NULL,NULL,NULL,NULL,NULL,NULL,捉拿西域富商，夺回财宝！\n[FFCC00]活动时间：每周一、三、五、日11:00-23:00[-]\n[FFCC00]活动产出：大量卡魂[-]\n[FFCC00]每次参与消耗[-][FF0000]20军令[-],200000
100101,1,5,2018|8|12|0|23|0,60,2018|8|13|0|0|0,,富商快跑,,0,0,0,Icon201_Tex,activity_rich_tex,4900,0,0,20,5800,2250,1100,650,0,0,0,0,0,20700,NULL,NULL,NULL,NULL,NULL,NULL,捉拿西域富商，夺回财宝！\n[FFCC00]活动时间：每周一、三、五、日11:00-23:00[-]\n[FFCC00]活动产出：大量卡魂[-]\n[FFCC00]每次参与消耗[-][FF0000]20军令[-],200000
251004,2,2,2015|10|26|0|0|0,10079,2015|11|1|0|23|59,,武将擂台,,0,1,0,Banner_Activity01_Tex,activity_leitai_tex,4900,0,0,13,23,24,67,10,2,0,0,0,0,0,您已在本次活动获得两张金卡，更多金卡请等待下次活动,无瑕马超，蜀国第一骑兵，毫无悬念。,凤雏一向低调，但是他克制一切策士，诸葛周瑜之流见到他就颤抖吧。,蜀国弓的巅峰，提供极强的火力输出。,诸葛亮的夫人，有着不输给夫君的范围落雷伤害。,NULL,拼图达到100%获得指定金卡！\n[FFCC00]每周可得2张[-]\n[FFCC00]活动时间：周一至周日[-]\n[FFCC00]活动产出：金卡[-]\n[FFCC00]每次参与消耗[-][FF0000]15军令[-],200000
251005,2,2,0|0|0|1|0|0,10079,0|0|0|7|23|59,全天开放,武将擂台,,0,1,0,Icon101_Tex,activity_leitai_tex,4900,0,0,52,17,55,20,10,2,1,0,0,0,0,您已在本次活动获得两张金卡，更多金卡请等待下次活动,群雄卡组中的君主卡，群雄的强力发动机。,魏国少有的暴力弓，卓越的属性堪称魏国第一弓兵。,群体治疗外加智力的技能，能让鲁肃成为弱智卡组对抗杀伤的最有效手段。,吴国的郡主自然是对弓系的全体强化，如果想打混势力弓兵必不可少。,2015|11|2|0|0|0,拼图达到100%获得指定金卡！每周可得2张\n可获得：知名四星武将,200000
351008,2,1,2015|10|26|0|0|0,4319,2015|10|28|0|23|59,周一-周三/周五-周日,周一-周三/周五-周日,,0,1,0,who,activity_leitai2_tex,4900,0,0,62,38,47,191,10,2,0,0,0,0,0,您已在本次活动获得两张银卡，更多银卡请等待下次活动,马超的妹妹，蜀国的实用骑兵。,骑兵中少有的恢复性肉盾，兼顾冲击力和恢复能力。,极为稀有的全体武力弱化，没有任何条件限制。,跟着袁术这个笨蛋自然会变，笨蛋但是武力加的不少哦。,NULL,拼图达到100%获得指定银卡！每周可得4张,200000
351009,2,1,2015|10|30|0|0|0,4319,2015|11|1|0|23|59,周一-周三/周五-周日,军校擂台,,0,1,0,who,activity_leitai2_tex,4900,0,0,30,39,87,63,10,2,0,0,0,0,0,您已在本次活动获得两张银卡，更多银卡请等待下次活动,蜀国核心，文武全才，武力智力双效果号令。,抬棺死战，勇猛刚烈的猛将，冲击力极强的骑兵。,吴国优质暴力弓，身为银卡拥有，不俗的输出能力。,骑兵首领，白马义从，骑兵队的好选择。,NULL,拼图达到100%获得指定银卡！每周可得4张,200000
351010,2,1,0|0|0|1|0|0,4319,0|0|0|3|23|59,全天开放,军校擂台,,0,1,0,Icon601_Tex,activity_leitai2_tex,4900,0,0,50,43,100,118,10,2,2,0,0,0,0,您已在本次活动获得两张银卡，更多银卡请等待下次活动,关羽最有大将风度的儿子，银卡副将随从的极品。,如果玩全魏国又没有曹操，他儿子是个不错的选择。,吴国实用的武力弓兵，朴实好用。,大小姐的骑兵队，那可不是开玩笑的。,2015|11|2|0|0|0,拼图达到100%获得指定银卡！每周可得4张\n可获得：实用三星武将,200000
351011,2,1,0|0|0|5|0|0,4319,0|0|0|7|23|59,全天开放,军校擂台,,0,1,0,Icon601_Tex,activity_leitai2_tex,4900,0,0,102,64,45,71,10,2,3,0,0,0,0,您已在本次活动获得两张银卡，更多银卡请等待下次活动,对抗弓兵阵容有奇效的卡片。,枪兵结合将军型成长，注定成为极佳的副将人选。,对抗枪兵阵容有奇效卡片。,对方骑兵有奇效的卡片。,2015|11|6|0|0|0,拼图达到100%获得指定银卡！每周可得4张\n可获得：实用三星武将,200000
500008,11,80516,2017|11|25|0|0|0,119519,2018|2|15|0|23|59,长期开放,周年回馈 首充重置 ,立即参加,11,1,0,Banner_Activity01_Tex,activity06_Bg_Tex,473,0,0,8,2,0,0,0,0,0,0,0,0,0,1|2|3|4|5|6|7,NULL,NULL,NULL,activity04_Title_Tex,NULL,活动内容：四周年版本上线！感恩主公您一直的陪伴和期待！活动期间首次充值[e7608f]任意金额[-]皆可额外获得[e7608f]100%[-]钻石返利。,200000
500009,11,80674,2018|2|16|0|0|0,961919,2019|12|15|0|23|59,长期开放,新年祝福 首冲重置,立即参加,11,1,0,Banner_Activity02_Tex,activity06_Bg_Tex,473,0,0,9,2,0,0,0,0,0,0,0,0,0,1|2|3|4|5|6|7,NULL,NULL,NULL,activity03_Title_Tex,NULL,活动内容：主公新年好！活动期间首次充值[e7608f]任意金额[-]皆可额外获得[e7608f]100%[-]钻石返利。,200000
700200,12,80950,2018|5|30|0|0|0,4319,2018|6|1|0|23|59,,感恩从心 双倍相报,立即参加,11,1,0,Banner_Activity06_Tex,activity01_Bg_Tex,473,0,0,2,1,7,0,0,0,0,0,0,0,0,1|2|3|4|5|6|7,NULL,NULL,NULL,activity01_Title_Tex,NULL,活动期间首次充值[e7608f]任意金额[-]皆可额外获得[e7608f]100%[-]钻石返利,200000
700201,12,80960,2018|6|6|0|0|0,4319,2018|6|8|0|23|59,,感恩从心 双倍相报,立即参加,11,1,0,Banner_Activity01_Tex,activity03_Bg_Tex,473,0,0,2,1,7,0,0,0,0,0,0,0,0,1|2|3|4|5|6|7,NULL,NULL,NULL,activity01_Title_Tex,NULL,活动期间首次充值[e7608f]任意金额[-]皆可额外获得[e7608f]100%[-]钻石返利,200000
700202,12,80960,2018|6|13|0|0|0,4319,2018|6|15|0|23|59,,感恩从心 双倍相报,立即参加,11,1,0,Banner_Activity01_Tex,activity01_Bg_Tex,473,0,0,2,1,7,0,0,0,0,0,0,0,0,1|2|3|4|5|6|7,NULL,NULL,NULL,activity01_Title_Tex,NULL,活动期间首次充值[e7608f]任意金额[-]皆可额外获得[e7608f]100%[-]钻石返利,200000
700203,12,80960,2018|6|20|0|0|0,4319,2018|6|22|0|23|59,,感恩从心 双倍相报,立即参加,11,1,0,Banner_Activity01_Tex,activity01_Bg_Tex,473,0,0,2,1,7,0,0,0,0,0,0,0,0,1|2|3|4|5|6|7,NULL,NULL,NULL,activity01_Title_Tex,NULL,活动期间首次充值[e7608f]任意金额[-]皆可额外获得[e7608f]100%[-]钻石返利,200000
700204,12,80960,2018|6|27|0|0|0,4319,2018|6|29|0|23|59,,感恩从心 双倍相报,立即参加,11,1,0,Banner_Activity01_Tex,activity01_Bg_Tex,473,0,0,2,1,7,0,0,0,0,0,0,0,0,1|2|3|4|5|6|7,NULL,NULL,NULL,activity01_Title_Tex,NULL,活动期间首次充值[e7608f]任意金额[-]皆可额外获得[e7608f]100%[-]钻石返利,200000
700205,12,80960,2018|7|4|0|0|0,4319,2018|7|6|0|23|59,,感恩从心 双倍相报,立即参加,11,1,0,Banner_Activity01_Tex,activity01_Bg_Tex,473,0,0,2,1,7,0,0,0,0,0,0,0,0,1|2|3|4|5|6|7,NULL,NULL,NULL,activity01_Title_Tex,NULL,活动期间首次充值[e7608f]任意金额[-]皆可额外获得[e7608f]100%[-]钻石返利,200000
700206,12,80960,2018|7|11|0|0|0,4319,2018|7|13|0|23|59,,感恩从心 双倍相报,立即参加,11,1,0,Banner_Activity01_Tex,activity01_Bg_Tex,473,0,0,2,1,7,0,0,0,0,0,0,0,0,1|2|3|4|5|6|7,NULL,NULL,NULL,activity01_Title_Tex,NULL,活动期间首次充值[e7608f]任意金额[-]皆可额外获得[e7608f]100%[-]钻石返利,200000
700207,12,80960,2018|7|18|0|0|0,4319,2018|7|20|0|23|59,,感恩从心 双倍相报,立即参加,11,1,0,Banner_Activity01_Tex,activity01_Bg_Tex,473,0,0,2,1,7,0,0,0,0,0,0,0,0,1|2|3|4|5|6|7,NULL,NULL,NULL,activity01_Title_Tex,NULL,活动期间首次充值[e7608f]任意金额[-]皆可额外获得[e7608f]100%[-]钻石返利,200000
700208,12,80960,2018|7|25|0|0|0,4319,2018|7|27|0|23|59,,感恩从心 双倍相报,立即参加,11,1,0,Banner_Activity01_Tex,activity01_Bg_Tex,473,0,0,2,1,7,0,0,0,0,0,0,0,0,1|2|3|4|5|6|7,NULL,NULL,NULL,activity01_Title_Tex,NULL,活动期间首次充值[e7608f]任意金额[-]皆可额外获得[e7608f]100%[-]钻石返利,200000
700209,12,80960,2018|8|1|0|0|0,4319,2018|8|3|0|23|59,,感恩从心 双倍相报,立即参加,11,1,0,Banner_Activity01_Tex,activity01_Bg_Tex,473,0,0,2,1,7,0,0,0,0,0,0,0,0,1|2|3|4|5|6|7,NULL,NULL,NULL,activity01_Title_Tex,NULL,活动期间首次充值[e7608f]任意金额[-]皆可额外获得[e7608f]100%[-]钻石返利,200000
700210,12,80960,2018|8|8|0|0|0,4319,2018|8|10|0|23|59,,感恩从心 双倍相报,立即参加,11,1,0,Banner_Activity01_Tex,activity01_Bg_Tex,473,0,0,2,1,7,0,0,0,0,0,0,0,0,1|2|3|4|5|6|7,NULL,NULL,NULL,activity01_Title_Tex,NULL,活动期间首次充值[e7608f]任意金额[-]皆可额外获得[e7608f]100%[-]钻石返利,200000
700211,12,80960,2018|8|15|0|0|0,4319,2018|8|17|0|23|59,,感恩从心 双倍相报,立即参加,11,1,0,Banner_Activity01_Tex,activity01_Bg_Tex,473,0,0,2,1,7,0,0,0,0,0,0,0,0,1|2|3|4|5|6|7,NULL,NULL,NULL,activity01_Title_Tex,NULL,活动期间首次充值[e7608f]任意金额[-]皆可额外获得[e7608f]100%[-]钻石返利,200000
700212,12,80960,2018|8|22|0|0|0,4319,2018|8|24|0|23|59,,感恩从心 双倍相报,立即参加,11,1,0,Banner_Activity01_Tex,activity01_Bg_Tex,473,0,0,2,1,7,0,0,0,0,0,0,0,0,1|2|3|4|5|6|7,NULL,NULL,NULL,activity01_Title_Tex,NULL,活动期间首次充值[e7608f]任意金额[-]皆可额外获得[e7608f]100%[-]钻石返利,200000
