序号|战法(ID要小于10000),邮件类型,文本索引,文本标题,文本内容,发送者,附件类型,附件数量
6528,1,6528,排名奖励,恭喜您在本次的战力排行榜中获得第11-20名，请领取本次的奖励！,活动系统,6528,1
6529,1,6529,排名奖励,恭喜您在本次的战力排行榜中勇夺第1名，请领取本次的奖励！,活动系统,6529,1
6530,1,6530,排名奖励,恭喜您在本次的战力排行榜中获得第2-5名，请领取本次的奖励！,活动系统,6530,1
6531,1,6531,排名奖励,恭喜您在本次的战力排行榜中获得第6-10名，请领取本次的奖励！,活动系统,6531,1
6532,1,6532,排名奖励,恭喜您在本次的战力排行榜中获得第11-20名，请领取本次的奖励！,活动系统,6532,1
6533,1,6533,排名奖励,恭喜您在本次的战力排行榜中勇夺第1名，请领取本次的奖励！,活动系统,6533,1
6534,1,6534,排名奖励,恭喜您在本次的战力排行榜中获得第2-5名，请领取本次的奖励！,活动系统,6534,1
6535,1,6535,排名奖励,恭喜您在本次的战力排行榜中获得第6-10名，请领取本次的奖励！,活动系统,6535,1
6536,1,6536,排名奖励,恭喜您在本次的战力排行榜中获得第11-20名，请领取本次的奖励！,活动系统,6536,1
6537,1,6537,排名奖励,恭喜您在本次的战力排行榜中勇夺第1名，请领取本次的奖励！,活动系统,6537,1
6538,1,6538,排名奖励,恭喜您在本次的战力排行榜中获得第2-5名，请领取本次的奖励！,活动系统,6538,1
6539,1,6539,排名奖励,恭喜您在本次的战力排行榜中获得第6-10名，请领取本次的奖励！,活动系统,6539,1
6540,1,6540,排名奖励,恭喜您在本次的战力排行榜中获得第11-20名，请领取本次的奖励！,活动系统,6540,1
6541,1,6541,演武奖励,尊敬的主公：\n您在演武中取得了0场胜利，这是您参加演武获得的奖励，由于主公日理万机未能亲自领取，特地给您呈上，请主公笑纳。\n另祝主公在下次演武中取得更好成绩。,活动系统,6541,1
6542,1,6542,演武奖励,尊敬的主公：\n您在演武中取得了1场胜利，这是您参加演武获得的奖励，由于主公日理万机未能亲自领取，特地给您呈上，请主公笑纳。\n另祝主公在下次演武中取得更好成绩。,活动系统,6542,1
6543,1,6543,演武奖励,尊敬的主公：\n您在演武中取得了2场胜利，这是您参加演武获得的奖励，由于主公日理万机未能亲自领取，特地给您呈上，请主公笑纳。\n另祝主公在下次演武中取得更好成绩。,活动系统,6543,2
6544,1,6544,演武奖励,尊敬的主公：\n您在演武中取得了3场胜利，这是您参加演武获得的奖励，由于主公日理万机未能亲自领取，特地给您呈上，请主公笑纳。\n另祝主公在下次演武中取得更好成绩。,活动系统,6544,2
6545,1,6545,演武奖励,尊敬的主公：\n您在演武中取得了4场胜利，这是您参加演武获得的奖励，由于主公日理万机未能亲自领取，特地给您呈上，请主公笑纳。\n另祝主公在下次演武中取得更好成绩。,活动系统,6545,2
6546,1,6546,演武奖励,尊敬的主公：\n您在演武中取得了5场胜利，这是您参加演武获得的奖励，由于主公日理万机未能亲自领取，特地给您呈上，请主公笑纳。\n另祝主公在下次演武中取得更好成绩。,活动系统,6546,3
6547,1,6547,演武奖励,尊敬的主公：\n您在演武中取得了6场胜利，这是您参加演武获得的奖励，由于主公日理万机未能亲自领取，特地给您呈上，请主公笑纳。\n另祝主公在下次演武中取得更好成绩。,活动系统,6547,3
6548,1,6548,演武奖励,尊敬的主公：\n您在演武中取得了7场胜利，这是您参加演武获得的奖励，由于主公日理万机未能亲自领取，特地给您呈上，请主公笑纳。\n另祝主公在下次演武中取得更好成绩。,活动系统,6548,3
6549,1,6549,演武奖励,尊敬的主公：\n您在演武中取得了8场胜利，这是您参加演武获得的奖励，由于主公日理万机未能亲自领取，特地给您呈上，请主公笑纳。\n另祝主公在下次演武中取得更好成绩。,活动系统,6549,3
6550,1,6550,演武奖励,尊敬的主公：\n您在演武中取得了9场胜利，这是您参加演武获得的奖励，由于主公日理万机未能亲自领取，特地给您呈上，请主公笑纳。\n另祝主公在下次演武中取得更好成绩。,活动系统,6550,3
6551,1,6551,演武奖励,尊敬的主公：\n您在演武中取得了10场胜利，这是您参加演武获得的奖励，由于主公日理万机未能亲自领取，特地给您呈上，请主公笑纳。\n另祝主公在下次演武中取得更好成绩。,活动系统,6551,3
6552,1,6552,演武奖励,尊敬的主公：\n您在演武中取得了11场胜利，这是您参加演武获得的奖励，由于主公日理万机未能亲自领取，特地给您呈上，请主公笑纳。\n另祝主公在下次演武中取得更好成绩。,活动系统,6552,3
6553,1,6553,演武奖励,尊敬的主公：\n您在演武中取得了12场胜利，这是您参加演武获得的奖励，由于主公日理万机未能亲自领取，特地给您呈上，请主公笑纳。\n另祝主公在下次演武中取得更好成绩。,活动系统,6553,4
6554,1,6554,演武奖励,尊敬的主公：\n您在演武中取得了13场胜利，这是您参加演武获得的奖励，由于主公日理万机未能亲自领取，特地给您呈上，请主公笑纳。\n另祝主公在下次演武中取得更好成绩。,活动系统,6554,4
6555,1,6555,演武奖励,尊敬的主公：\n您在演武中取得了14场胜利，这是您参加演武获得的奖励，由于主公日理万机未能亲自领取，特地给您呈上，请主公笑纳。\n另祝主公在下次演武中取得更好成绩。,活动系统,6555,4
6556,1,6556,演武奖励,尊敬的主公：\n您在演武中取得了15场胜利，这是您参加演武获得的奖励，由于主公日理万机未能亲自领取，特地给您呈上，请主公笑纳。\n主公简直是颜值与智慧的化身！,活动系统,6556,4
8005,1,8005,版本更新登录大礼包,"尊敬的主公：\n啪啪三国迎来了4.3版本的更新(^_^)，11月25日到27日每天登录都可获得：钻石*200，军令*100，卡魂*50W,请主公点击附件领取，感谢大家对啪啪三国的喜爱和支持！\n\n\n\n\n\n                                                            运营团队",运营团队,8005,3
8006,1,8006,版本更新登录大礼包,尊敬的主公：\n这是一个测试邮件，请勿外传,运营团队,8006,1
8007,1,8007,版本更新登录大礼包,"尊敬的主公：\n啪啪三国迎来了4.4版本的更新(^_^)，2月3日到5日每天登录都可获得：钻石*200，石精*80，陨铁*100，青玉*200,请主公点击附件领取，感谢大家对啪啪三国的喜爱和支持！\n\n\n\n\n\n                                                            运营团队",运营团队,8007,4
1529,1,1529,三八妇女献礼,"尊敬的主公：\n 不觉东风吹细雨，又是一年春好时。在三八妇女节到来之际，雨涵特此奉上节日好礼：保底券*1,金钥匙*1，感谢主公们相伴和支持！期待与主公们度过更多美好的时光。                                                        王雨涵",王雨涵,1529,2
8008,1,8008,版本更新登录大礼包,"尊敬的主公：\n啪啪三国迎来了4.5版本的更新(^_^)，4月4日到6日每天登录都可获得：钻石*200，石精*50，陨铁*100，青玉*300,请主公点击附件领取，感谢大家对啪啪三国的喜爱和支持！\n\n\n\n\n\n                                                            运营团队",运营团队,8008,4
8009,1,8009,版本更新登录大礼包,"尊敬的主公：\n啪啪三国迎来了4.6版本的更新(^_^)，5月11日到13日每天登录都可获得：钻石*200，幸运币*2，洗炼石*30，卡魂*30w,请主公点击附件领取，感谢大家对啪啪三国的喜爱和支持！\n\n\n\n\n\n                                                            运营团队",运营团队,8009,4
8011,1,8011,版本更新登录大礼包,"尊敬的主公：\n啪啪三国迎来了4.9版本的更新(^_^)，10月25日到27日每天登录都可获得：钻石*200，金币*2，石精*10，卡魂*30w,请主公点击附件领取，感谢大家对啪啪三国的喜爱和支持！\n\n\n\n\n\n                                                            运营团队",运营团队,8011,4
6601,1,6601,保证金返还,尊敬的主公：\n您竞选君主时的保证金，已经原数返还，请您查收。并祝您游戏愉快！,国战,6601,1
6602,1,6602,国战激励礼包,尊敬的主公，作为一国君主，您承担了更多的责任和压力，期待您在下届国战中再创辉煌！,,6602,3
6603,1,6603,国战激励礼包,尊敬的主公，作为一国君主，您承担了更多的责任和压力，期待您在下届国战中再创辉煌！,,6603,3
6604,1,6604,国战开拓礼包,尊敬的主公，由于您出色的指挥才能和努力，您的国家在本届国战中取得了优异的战绩，祝您在下届国战中再创辉煌！,,6604,4
6605,1,6605,国战宏图礼包,尊敬的主公，由于您出色的指挥才能和努力，您在本届国战中取得了绝对的优势，大一统指日可待！,,6605,4
6606,1,6606,国战霸业礼包,"男儿何不带吴钩,收取关山五十州！尊敬的主公，在您卓越的指挥下，实现了一统四国的伟大创举！祝您在下届国战中再创伟业！",,6606,4
6607,1,6607,继承码邮件,尊敬的主公：\n[ffcc00]以下信息非常重要，请您务必认真查阅[-]\n    感谢主公多年来的陪伴，为了更好的给主公提供服务，需要主公把帐号继承到新的运营渠道中。\n\n[ffcc00]您的继承码是：[-][FF0000]{0}[-]\n\n具体操作方式如下：\n  1.[ffcc00]截图保存[-]该邮件中的继承码信息\n  2.下载最新渠道包并登陆游戏\n  3.[ffcc00]【商店】[-]功能开放后，点击进入，选择[ffcc00]【继承码】[-]切页\n  4.输入保存的继承码，并点击【确认】按钮继承\n  5.继承后，原渠道帐号的所有角色会[ffcc00]覆盖当前帐号的所有角色[-]\n\n注意事项：\n  1.请[ffcc00]修改当前帐号密码[-]，以防邮件被他人查看造成继承码外泄\n  2.请务必妥善保存继承码截图，以防误删或丢失\n  3.如有疑问，请加入官方[ffcc00]QQ群：775651149[-]，联系管理员\n\n最后，我们为继承成功的主公，准备了一份[ffcc00]空前丰厚[-]的奖励，以表心意,运营团队,0,0
6608,1,6608,继承奖励,尊敬的主公：\n您的帐号已经继承成功。欢迎您，为此我们准备了些许心意。让我们携手并肩，相约下一个五年！,运营团队,6608,4
6609,1,6609,首胜奖励,尊敬的主公：\n恭喜您在巅峰竞技场中取得了进入的首次胜利，这是您的奖励\n主公继续加油哦~,巅峰竞技场,6609,3
6610,1,6610,对战3场,尊敬的主公：\n您在今日的巅峰竞技场中已经完成了3场战斗，这是您的奖励，主公继续努力哦，后面还有更多奖励呢~,巅峰竞技场,6610,3
6611,1,6611,对战6场,尊敬的主公：\n您在今日的巅峰竞技场中已经完成了6场战斗，这是您的奖励，主公继续努力哦，后面还有更多奖励呢~,巅峰竞技场,6611,3
6612,1,6612,对战10场,尊敬的主公：\n您在今日的巅峰竞技场中已经完成了10场战斗，这是您的奖励，主公继续努力哦，后面还有更多奖励呢~,巅峰竞技场,6612,3
6613,1,6613,对战15场,尊敬的主公：\n您在今日的巅峰竞技场中已经完成了15场战斗，这是您的奖励，主公继续努力哦，后面还有更多奖励呢~,巅峰竞技场,6613,3
6614,1,6614,对战20场,尊敬的主公：\n您在今日的巅峰竞技场中已经完成了20场战斗，这是您的奖励，主公继续努力哦，后面还有更多奖励呢~,巅峰竞技场,6614,3
6615,1,6615,晋升青铜段位,尊敬的主公：\n恭喜主公在本赛季巅峰竞技场中崭露头角，晋升到青铜段位，这是对您努力的回报，请主公继续加油~,巅峰竞技场,0,0
6616,1,6616,晋升白银段位,尊敬的主公：\n恭喜主公在本赛季巅峰竞技场中小试锋芒，晋升到白银段位，这是对您努力的回报，请主公继续加油~,巅峰竞技场,6616,3
6617,1,6617,晋升黄金段位,尊敬的主公：\n恭喜主公在本赛季巅峰竞技场中声名鹊起，晋升到黄金段位，这是对您努力的回报，请主公继续加油~,巅峰竞技场,6617,3
6618,1,6618,晋升大师段位,尊敬的主公：\n恭喜主公在本赛季巅峰竞技场中罕逢敌手，晋升到大师段位，这是对您努力的回报，请主公继续加油~,巅峰竞技场,6618,3
6619,1,6619,晋升至尊段位,尊敬的主公：\n恭喜主公在本赛季巅峰竞技场中所向披靡，晋升到至尊段位，这是对您努力的回报，请主公继续加油~,巅峰竞技场,6619,3
6620,1,6620,第1名,尊敬的主公：\n恭喜主公在本赛季巅峰竞技场中，获得了天上地下唯我独尊的第一名！您的实力为您带来今日的荣耀，祝您下届卫冕冠军！,巅峰竞技场,6620,5
6621,1,6621,第2名-第5名,尊敬的主公：\n恭喜主公在本赛季巅峰竞技场获得第2-5名，这是您的奖励，请您查收~\n祝主公在下个赛季再创辉煌，勇夺桂冠！,巅峰竞技场,6621,5
